id	prompt	essay	content	organization	language	total
1316	If you could change one important thing about your country, what would you change? Give specific reasons and details to support your opinion.	"Most of us don't know, but Korea is strong country. People don't recognize it because three huge nations are surrounding us. Thay are China, Japen, and Russia. Although they are more powerful then us, it doesn't mean that korea is weak nation. Out nation is small but it has huge amount of economic size. It means Korea is wealthy.

According to these facts, Korea is strong and wealthy country. But it doesn't mean that people in korea are satisfied in their nation. In fact, there are too many problems in this small nation. Huge distancce between normal personal and wealthy person, only huge company can survive, etc. To know why these problems are produced, we have to know our latest history.

During 1910 to 1945, Japan ate out nation and did a lot of bad things. They use their military force to get out nation's wealth. Because of them, korean nation lose a lot of money, grain, and young ang healthy people to support japan's war. Korean don't wanted this situation. Although our nation become official country again, we're economic situation was terrible. So government forced us to raise only huge company, which can raise GDP easily. It is the best way to raise GDP, but normal person can not feel this beacuse only huge company get all the money. It cause distance between normal person and wealthy person larger and small company san't survive easily.

If we can change this system, we can overcome these problems. We have to raise small size company. They can provide a lot of creativity to our market, and they can provide money to normal person. It can cause distance between wealthy person and normal person shorter. But it doesn't mean that our government have to just pour money to young CEO's. Just pouring money can cause a bad situation, such as ""Make imitation company to get money from government"". To avoid this situation, I prefer take less tax from making company and own their system. It can encourage people to make small company. If I can change country, I will do that."	3.5	3.0	3.0	9.5
2230	If you could change one important thing about your country, what would you change? Give specific reasons and details to support your opinion.	" In these days, there are no person who does not use electric materials. Electric materials already come in our life. For example, we use desktop, refrigulator, electric bicycle. Like this, we use electric materials all days. But, I think people use electric materials more than necessary. So, I propose that we should use electric materials less than now. 
 Then, why should we use less electricity ?
 I think it have the most important reasons. That is fossil fuels. Electricity is made by fossil fuels. Than, what problem can cause by using fossil fuels ? There are two problems. First problem is changing weather. The temperature of Earth is more increasing by using fossil fuels. It can cause melting ice in polar and also kill many polar animals like polar bear. And, our summer is more and more hotter. So, we should use less fossil fuels for not changing weather. The second reason is that earth don't have a lot of fossil fuels. The amount of fossil fuels is limited. In the future, people don't have the fossil fuels and find another resources. So, we save fossil fuels for the future. 
 In conclusion, there are two reasons why I think we should use electric materials less than now. First one is changing weather and second one is limited amount of sources. So, I think we should use electric materials less than now.  "	3.0	3.0	2.5	8.5
847	University: Some people believe that university students should be required to attend classes. Others believe that going to classes should be optional for students. Which point of view do you agree with? Use specific reasons and details to explain your answer.	"Many students, not limited on university, hate to attend every classes. Some of them may says it should not be forced, 
but even they know it is actually required. Here are some reasons that we have to attend classes.


First of all, one of the most important duty of the students is understanding lectures. To do so, not only just looking at the book is enough,
but also ask questions to professors is needed. No one can understand the knowledge of all courses through the textbook only. We should
dicuss with others, and actually it is hard to do spontaneously without attending classes. Therefore, in terms of the duty of the students, 
attending classes should be required.


Furthermore, attending classes is related to respect professors. Imagine no one has attened to the classes, while professor prepared the lecture
a lot. Since teaching is not his main job,  it is quite rude actions if we don't attend the classes.  I think everyone will agree that university which
professors are not respected cannot be major university.  If so, to prevent honor of the university, paying respect to professors via attending classes
should be required.

Finally, for students' life cycle, attending classes can affect positively. University students are easy to wake up at afternoon and sleep at the morning 
because of their homeworks and projects. This is very bad to their health and hard to turn back. However, if they have to attend the classes, they will
manage their schedule and sleep at least few hours. Even though it is not the best, this is an optimum between their health and duty of students.
So, to manage students' health, forcing students to attend classes is a good way.

To sum up, students should be required to attend classes for not only students' health and study, but also professors and universities' honor.  "	3.0	3.5	3.5	10.0
1217	Why do you think people travel? Give specific reasons and details to support your opinion.	"There are many good student in the world. But, I think a good student participates class actively. I mean participating class actively is such as ask some question, discuss with classmate or teacher(professor), not sleeping and want to understand the class. Many people do join the class, but not participate it. They only want to get attendence score, so they go class and spend time thinking other things or sleep! 
If all of students do each of individual's work like assignment while professor or teacher do lecture, that would be very stressful to professor or even worse than not having a class. I think the more student participate in class, the more they get in class. When they actively participate the class, they ask more question or discuss more about some problem. So, they will be better in the future. So, I think 'participating the class' is one of the qualities of a good student.
And I have one more qualities of a good student, and that is truth. A good student is very truthful, so they tell people what they mistake, or some accident.
So they are easy to fix their problem. "	3.0	3.0	2.5	8.5
2018	How do movies or TV influence people’s behavior? Give specific reasons and details to support your opinion.	"After TV was invented, many video contents like movie, Drama, TV show and News developed a lot.  And now we use mobile phone or Tablet to watch video contents through Netflix and YouTube. So I think people influenced a lot from TV or movie. 
First, people are sensitive to trend. people want to belong to group. So if they don't know trend, they can't belong to large group. Because in group we need to use meme or trend expression. I think movies and TV provide these trends. For example after '극한직업'  become popular, many people find '수원 왕갈비 통닭'. Because '극한직업' provided a trend, '수원 왕갈비 통닭'. And if an actor wear a clothes,  many people want to buy that. These are evidences the TV and movie influence people's behavior.
Second, TV programs are provocative. TV show need many viewers because they earn money through Advertisements. So they make more provocative contents. For example Japan made much provocative contents like horror or gag. people attracted from strong stimulus. Because the behavior in TV show are different with reality. So people get curious on TV and they replicate it. 
In conclusion many people influenced from TV program. But TV show try to make more provocative contents. If we replicate all behavior in Tv, Society will be confused. So we need to control ourself. "	3.5	3.5	2.5	9.5
1578	If you could change one important thing about your country, what would you change? Give specific reasons and details to support your opinion.	" I want to change the military system. Our country's man must go to the army in 18 months, but I think it is not efficient way. 
 Here are my opinions about military system.
 First, people has different knowledge, physical, ability. So if every person must have same roll, it is the inefficient way itself.
 Second, ourdays war will be scientific war. Then soldier's number  is not most import thing.
 Third, 18 months are very very long.
 So I want to change the military system's time 18 months to 6 months.
 But we have system about spare soldiers in 5 years.
 If we increase spare soldiers system time 5 years to 6 years. Soldier number in war will not decrease."	2.5	3.0	2.0	7.5
1861	How do movies or TV influence people’s behavior? Give specific reasons and details to support your opinion.	" Do you have your favorite movie? In my case, I love the movie 'interstella'. Thanks to this movie, I have had dream that is to go space. Like me, I think almost people watched many movies, and they are affected by movies and TV. How do movies or TV affect people?
 First, I think movies or TV help people decide their future. We can see lions that live in Africa or famous people who live in other countries at our home through TV or movies. Like this, movies and TV serve various experiences. These expeeriences make us get interested in various works. In the result, we can have a dream like my case.
 In addition, TV give us various news almost simultaneously when events happen. For example, we can get news that far country is damaged by storm, so we can donate for them. People bring their umberlla because they saw the wheater cast that said ""It will be rain in evening"". TV serve many news related with us and make us behave.
 Unfortunately, TV or movies sometimes influence people in the bad way. Many teenagers mimic violences that are the movie scenes. People often see the violent scene through TV or movies, they could be not to cionsider the violences seriously.
 To sum up, I think TV or movies influence people in various ways. They sometimes help people decide their future and serve various events around the world. But they could work in bad ways, they could justify violence and make people mimic the violent scenes. "	3.5	3.0	3.0	9.5
815	Education: Some students prefer to study alone. Others prefer to study with a group of students. Which do you prefer? Use specific reasons and examples to support your answer.	"Let me tell you about my preference of studying. Actually, I prefer to study with a groupd of students than study alone.  There are several reasons why I want to do group-study.
At first, it is harder for me to concentrate on what I study when there are no person around me. Because I suddenly think a lot about unnecessary things, it is not adequate to study alone. I always start to think about strange things like where to travel, friends, family, and me. But when I'm with my friends, their presence make me concentrate better.
Secondly, we can help each other when we study together. There are many subjects and the things I'm good at and things my friends good at usually differ. So, I can help other friends study and he also can help me. And, when we need to think about creative ideas, it is better to think together. For example, when I was writing some report and was suffering by lack of idea, my friend help me imagine some reasons.
Lastly, we can be more familiar by studying together. Most of the people think that friends are people that we play with. But I think it is not good to just spend time on playing. Rather, I believe that we can be more familiar by spending boring time and doing what we don't want to-since I usually don't want to study. And also, it is more interesting to do something together.
In conclusion, I prefer to study together with my friends for the three reasons. To concentrate more, to help each other, and to be more familiar with friends. Because of the virus, I couldn't study in groups in the first semester, but I want to study together in this semester."	3.0	2.5	2.5	8.0
1255	What are the advantages of taking online courses in college? Give specific reasons and details to support your opinion.	"I think that their are three advantages of taking online courses in college.
first, if we take a online class, we can get more leisure time than taking offline class.
in college, we should move lecture room when lecture starts. but in online class, we don't have to move around in interval of classes.
that means we can have the time which can make us to make a question or to take a rest.

second, we can make morning confident.
in the morning, we always feel ""i want to sleep five minutes more"".
in some online class , we don't have to turn on the camera.. so when they feel they need more time to sleep, using time which they wash, they can sleep more  we can take a more sleep. as a result we can feel confident morning

finally, we can use our time useful.
some classes are non-realtime. so if our class is full and there is a reason that we can not take a real-time class, like visiting hospital or taking army body checking (신체검사?) , we can choose the time to do the reasons when non-realtime classes. like the example, non-realtime class make our time flexible.

but their are several disadvantages of taking online courses like freshman can not make their college friend and mother's eye like eagle.

although , what i want to say in this essay is that there is a problem which make offline class impossible, so let's talk about the positive aspect of the online class."	2.5	3.0	2.0	7.5
2170	If you could change one important thing about your country, what would you change? Give specific reasons and details to support your opinion.	 If I could change one important thing about our country, I would change sentence of criminals. I think whole sentences are low and some of sentences are strange. I think some of sentences should be reinforced and some of sentences should be weaken. I know that how sentence is big and rate of crime have not a great relation, but I think people come to understand about the sentence. Also I think department of justice in our country care of public opinion. I think it is a problem because department of justice should keep their own criteria of sentence, not a public opinion. When they care of public opinion, unfair sentence may occur. Public opinion cannot be professional to sentence and I think public opinion is too emotional. So I think department of justice should clarify the sentence. For these reasons, if I could change one important thing about our country, I would change, reinforce, clarify the sentence.	2.5	2.5	2.0	7.0
740	Some people believe that university students should be required to attend classes. Others believe that going to classes should be optional for students. Which point of view do you agree with? Use specific reasons and details to explain your answer.	"I strongly agree with the opinion that university students should be required to attend classes. There are two main reasons for this. First, without attending class, students can't get high-quality knowledge he want to get. Second, every calss has its own curriculum so absence can affect on student's learning.

 Why we go university and take lectures? It's because we want to study and learn about what we want. So every semester, we choose and register the lecture courses and participate in the coure throughout the semester. In this aspect, what will happen if student do not attend classes? A lot of things can happen, but I will talk about especially two stituations.

 First of all, students will fail to learn whole, well-organized knowledge. Let's say a male students is learning about math or physics. Althoungh he does not attend several times, maybe he could get information about terms and their concepts or some formulas he need. But, those are not complete knowledge. Rather, those are just some fragments of knowledge. We don't know what he did in his class time, but we could anticipate that he will require much more time than attending class and taking lecture to get knowledge exactly.

 Second, whatever lecture students take, it must have its curriculum and schedule. So if students optionally go to class, both student and lecturer can be affected negatively. If the lecture is kind of student-participating presentation class, it would much more worse. For lecturer, she(or he) would feel difficult to prepare every day classes and to lecture for right precess. And, for students, they can't keep up with other students in same class, so it can cause learning gap between these two group of students.

For these two reasons, I emphatically agree about university students should be required to attend classes, not optionally take the class."	3.5	3.5	3.0	10.0
1866	How do movies or TV influence people’s behavior? Give specific reasons and details to support your opinion.	"Do you think movies or TV can influence people's behavior? My answer is ""YES"". I want to start with telling my experience about it. First, I don't like watching movies and TV nowdays. However, my 13 years old cousin likes to watch TV. He always watches TV when he is in home. I realized how TV make my cousin to go wrong way. I'll talk about it.

 First, it make people addicted. I agree this very much. When I was young, I didn't watch TV. I liked to play with my friends and make robots. However, after I started to watch TV. I noticed that TV is much funnier than playing with my friends, making robots and resfing books. TV makes  me sit at sofa and watch TV almost of time. The interesting thing is, my cousin is doing same thing when i was addicted to TV. He is getting worse. When I was his age, I go to math academy and taekwondo academy. However, he is at home everyday and only watches TV. I was very sad when I see that.

 Second, it makes people agressive. I think this is the most opinion when we discuss about this topic. Action movies or fighting scene in TV animation make people more agressive. Someone who watches action movies like to  simulate same thing in real life. It can make someone hurt or if it is so though,  someone can die. 

 Lastly, movies or TV not always make people's behavior worse. Some movies give some lesson,  some TV programs talk about attitude. I had a lesson from some movie. I don't watch movie but watch review. The movie <Terminal> gives me lesson that we can do any thing if we have passion to it. So, I tried to do that I wanted to do whether it success or fail. 

 To sum up, movies or TV influence people's behavior. It can influence good way or bad way. It needs controll not to go bad way. Thank you for reading!"	3.0	3.0	3.0	9.0
181	Some prefer to study alone. Others prefer to study with a group of students. Which do you prefer? Use specific reasons and examples to support your answer. 	"I think 'efficiency' is the most important thing in study. The efficiency can be maximized when I study with lots of students. So I prefer to study with a group of students for two reasons.

First, I can learn something more when I study with a group of students. For example, there is similar kind of study called 'tutoring'. I did tutoring last year.
In tutoring, I can understand what I didn't know in the lecture. Also, I can ask tutor about difficult part or interesting part. By tutoring, I got a good grade in math.
Also, I can notice which I don't know by discussing with each other. Knowing what I don't know is important in study. I can absorb most part of my learning. 

Second, I won't be lazy. When I study alone in my home, I didn't concentrate on my assignment well. Because there is less stress than study with many people.
So I watched 'youtube' and 'facebook'. However, when I study with a lot of students I have more stress than studying myself. So I can focus my study well.
Also, there is some competence like I want to study more than he or she. Due to these things, I think studying with many students will enhance our efficiency of study.

In conclusion, I like to study with a group of students for two reasons. I think we can increase our efficiency of study by studying with lots of students."	3.0	3.0	3.5	9.5
1162	What are the advantages of watching online video lectures versus viewing live lectures in a traditional classroom? Give specific reasons and details to support your opinion. 	"There are two types of lecture. And I think watching online video lectures are better than viewing live
lectures in a traditional classroom. There are three advantages of online video lectures.
First at all, the online video lectures can be replayed. In a traditional classroom they can’t take the
lectures two times, although they can’t understand. And they can’t take lectures again at test period.
But in video lectures they can repeat how much they want. In my case it is very helpful to study.
Because my notetaking speed is very late, I often miss the important information. But in video
lectures, I don’t.
Second reason is that, in video lectures, students can study whenever they want. All of students
have different schedules and lifestyles. So the time that they can concentrate on the study mostly is
different, someone could feel better at morning, and another could like nighttime. If they watch video
lectures, they can choose time to study and they can make best efficiency.
And Finally, it can remove the restrict of traditional classroom, like space and method. In classroom,
because there are many students, someone should sit far and can’t listen the professor’s voice well.
Also, if they are any question, they can’t use internet or other information method freely. But in video
lectures, they can use diverse method, and search information immediately. I think that students find
solution themselves is very good way of studying.
For these reasons, I think watching online video lectures have many advantages, and it can replace
some disadvantages of the traditional lectures. If we mix two types of lectures well, it will make good
results."	3.0	3.0	3.0	9.0
551	You have been told that dormitory rooms at your university must be shared by two students. Would you rather have the university assign a student to share a room with you, or would you rather choose your own roommate? Use specific reasons and examples to support your answer. 	"As the semester begun, there is some issues about the roommate of dormitory rooms. If you do not choose your own roommate, you would meet a student who is assigned by university. The student may be gentle, friendly, and may become a best friend later. However, you and your roommate may also have a trouble with the room condition. Hence, I'd rather choose my won roommate when I get this situation. 

 The random roommate is random. It means that I cannot choose his characteristics.  For example, I have a friend who have a university assign student to share room with him. He got a roommate who did not clean his room for more than 3 months. He got a lot of stress and finally clean his roommate's trashes, bed, and desk. He told me that it is not easy to clean the things that he didn't messed up. From this story, I've learned that random doesn't always means good and may be bad.

 Also, you can be real friend with your own roommate. If you become a roommate with your friends, then you may live him with at least 8 hours a day. You will know his small habit which you didn't recognize before. As time pass by, you will understand what your friends want to say, even if your friends don't tell you and just pointing something. It is very meaningful to get someone who understand you and this may be the great chance to get him.

 Of course there is one who want to meet a new roommate and be friend, but for me to be friend with strange is not an easy activity to do.To talk with someone who is not close to me is also not an easy thing. Since we live together, there may be a situation that I should ask him to do something but it will give me tons of stress and that situation may be very stressful. 

 University is a place to meet a new friend but the dormitory room is a place that we take a rest and should be the best place to find peace. However, if I choose the random roommate, many issues can happen and will be not a peaceful place  to take a rest. For these reasons, I would live with my own roommate."	3.5	3.0	3.5	10.0
767	Education: Some students prefer to study alone. Others prefer to study with a group of students. Which do you prefer? Use specific reasons and examples to support your answer.	"Some people prefer to study alone because they do not have to fit their schedules in group members' schedules and they can take a rest when they want. However, I think  studying with other students is better for two reasons.

The first reason is that students who study with group members can earn lots of knowledges  which they are not in major. When I was in the high school, I studied with my friends to get good grade in final exam. I was good at physics and math, but I did not have any deeply knowledge in chemistry, and biology. On the other hand, one of our group members was good at chemistry, and another group member was good at biology. Therefore, we divided the group study time into 2 parts. In the first time, we studied our major subject to make other group members understand easily. Then, we stduied other subject and ask questions to other group member who is in major that subject. Through this group studying, I earned lots of knowledges in chemistry and biology, and I got the best grade in these subjects.

The second reason is that students can make good relationship with their group members. When student study alone, they might feel lonely and difficulty to make new friends. Meanwhile, when students make therir own study group and study with group members many times, they should know deeply each other and can make friendship with them easily. In my case, I was very shy, so I did not make a new friend easily when I was in middle school. However, I joined the study group in the highschool, and my group members help me to make friends. They call me when they play their classmates. Thanks to them, I usually meet my same highschool friends when I want to play with them. In addition, group study help students when they go to college. There are lots of group activities in almost whole class in college, so experience of group study help students to make friends and participate in group project easily.

With group study, students can earn ohter majors knowledges deeply and make good relationship with other people. Therefore, I prefer to study with group members."	3.0	3.0	3.0	9.0
380	Some people think that children should begin their formal education at a very early age and should spend most of their time on school studies. Others believe that young children should spend most of their time playing. Which view do you agree with? Use specific reasons and examples to support your answer.	"I agree that the children should spend most of their time playing. There are 3 reasons. First of all, in whole life, there is very enough time to studying. Especially, if you get old, you may have lot of remaining time to do something. You can study at that time. Also at that time, you can study what you want so you can enjoy studying. However  most of children do not know what they want to know or study. This is second reason. Childern just study something they do not want to know because someone such like parents want they study hard and get a good grade. So they study without their own willingness. It implies that large portion of children do not want to study. In real case, when I was young, most of my friends do not want study. So the memory when they young become bad memories. Everyone knows that memory of young time is very important in whole life because it can affect their job, hobby and even future. So at that time children should do various experiences to make good memory and find their way of life. But only studying can gives only bad memories and bad effects to children. Conversely, playing implies various things so it can give good memories and good effects to them. So they should spend most of their time playing. Last reason is that if you get old you cannot spend time playing even though you want to because of your body condition. Human's body is getting old and old rapidly. So if you get old, your body also get old and finally you cannot do some playing which demands physical requirements. So you should play something when you are young. Those are 3 reasons that yound children should spend most of time playing. Only studying cannot make good adults. It just reduce way of life. 
However, playing can increase the way of life. So I recommend you to make your children spending lot of time playing."	2.5	2.0	2.0	6.5
194	Some prefer to study alone. Others prefer to study with a group of students. Which do you prefer? Use specific reasons and examples to support your answer. 	"Until graduating high school, I didn't need to choose what to do. I just did what teachers said, I just followed what my parents told me to. I just followed school schedule and doing hard, that was all I had to do. But after graduating from high school, my circumstances have changed. I should choose what to do in my free time. There were not many options to choose, but only two options, harder and painful one or easier and exciting one. For last 6 months, I mostly choose the latter. I played Lol in my free time not studying although I need a lot of extra work. I didn't think deeply on math and physics assignment but asked to my friends whenever I faced questions that needs focus and effort. I didn't focus on classes but I slept during the lecture. For spring semester I only choosed easier one. Then my first college vacation started, one day of my summer vacation I retrospected my spring semester. I asked myself, 'what did you do?', 'what is left now?'. I answered, 'nothing'. I realized that I lost my 4 month in kaist because I made easy choices. After that I promised myself to choose hard one whenever I have to make choices. 
 'Some prefer to study alone. Others prefer to study with a group of students. Which do you prefer?', it is a easy question for me if I can tell which is hard one and which is easy one. Let's find which one is harder. Before that, I will set the boundary for meaning of study. Study should be the thing that group study is optional not the one that study together is apparently better. It means that you don't necessarily study alone also you don't necessarily study with a group. In this circumstances I think study alone is hard one and better one. Study need long term thinking which is very painful and hard but in the end that makes me stronger. Study together can share that pain with your group members , you probably think deeper than think and study alone and you might get a better score. But still I think I should choose harder one. Choosing harder one not always make your score higher and your work better, mostly opposite. But I'm sure that it makes you better and stronger and it makes your score and work higher and better in the end."	2.5	2.5	3.0	8.0
841	University: Some people believe that university students should be required to attend classes. Others believe that going to classes should be optional for students. Which point of view do you agree with? Use specific reasons and details to explain your answer.	" Have you ever taken classes in university? In university, in general, most of classes check students attendance, but few don't. Many professors think student must attend all classes, but I have different oppinion. Student can choose they will attend the class or not. There are three reasons. First, students have abilities to decide. Second, it would increase quality of lectures. 
 First, students in University are adults, and  they have responsibility ro decide their attendance. They are all adults and they know what would happen after they absent on class such as sufferring on studying or getting lower grades.  I think student must learn how to response on their choicese in University.
 Second, some students who attend the class by forces may disturb the class. There are some students who sleep, talk, and even play games. These can interupt students who are willing to listen lecture. So, it is better to not force students to come to class, and let some students can abscent on the class.
 For these reasons, I believe attending to classes should be optional for university students."	2.5	2.5	2.5	7.5
709	A friend of yours has received some money and plans to use all of it either to go on vacation or to buy a car. Which would you suggest? Use specific reasons and details to support your choice.		3.0	2.5	3.0	8.5
1273	If you could change one important thing about your country, what would you change? Give specific reasons and details to support your opinion.	"  Many company leaders or high-level company members in Korea are doing their best to accomplish their jobs and get the highest revenues. But in the process of pursuing such achievements they often behave badly to their subordinates and hurts their emotion. They also often do not understand or forgive one-time mistake of the members in lower positions. This kind of behavior is one of many factors which degrades the morale of many employees in Korea and even gives a bad image about the country to many new-bies in Korea.

  Although I am currently not in a high position in any company, not even a company employee, I believe I can change such harsh environment of my country in the future. I am basically generous to anyone. I have not make revenge to anyone who directly or indirectly hurt me, but just tried to understand why they were hurting me and which aspects of mine caused such events. For example, when I was a 11-th grade student I had some senior students who behaves badly and sometimes gave insulting words to lower-grade students, including me. At first I did not understand why there doing in such way and felt a sad feeling about my destiny. But soon I realized that they were stressed out due to the preparation of the university entrance exam, so I decided not to care much about their actions. I am also able to quickly discharge the bad emotions and hatred arising in my mind. For example, I had a friend who once spreaded a false and bad information about me to his friends. I became really angry just after I noticed the incidence, but I did not fully express the anger to him. Instead, I decided to take a nap and within two hours I returned to my ordinary emotional state. As a result, there was no serious happening at the time; it just ended with a mild warning directed to my friend.

  Although my generous personality will not directly change my country, I believe that when I obtain a high position in a company many followers and colleagues will be affected by my behavior and then make gradual effects in the company, society, and the country."	2.0	3.0	4.0	9.0
267	Some people believe that university students should be required to attend classes. Others believe that going to classes should be optional for students. Which point of view do you agree with? Use specific reasons and details to explain your answer. 		3.0	3.0	3.5	9.5
1785	If you could change one important thing about your university, what would you change? Give specific reasons and details to support your opinion.	" If I could change one thing of our university, I want to change the process of registerating lecture using KAIST site. In our university, we register the lecture that we want to take on the next semister before the semister start. I want to change this process because it has a lot of error. I'll give reasons below.
 First, because KAIST has many students, a server of the KAIST site is getting hardship of accepting all students to register a lecture. It results in broken down server. So, when I try to access on KAIST site and register a lecture, the server is broken down in few minuite, and we have to wate 1  hour, or more, untill the server is rebuilded and register a lecture that I want. In this point, we can think that it's natural for university that has many students, but my brother, attending another university, doens't have some error when he register a lecture. In other word, broken down server is not a usuall phenomenom. We have to change the process of registerating lecture to solve this error.
 Second, the process of registeration is random, and it can make some students hard to achieve the need of KAIST's rule. By the rule, we should get at least 12 points in 1 semister, but since the process is all random, some students' registeration can all be declined. I really saw a student that failed to join all of the lecture he wanted. If it happens, the student  must fill 12 points at class changing season, but it's hard to join the class since almost all  classes are filled, and just a few left. Also, it's hard to arrange time of the classes in our flavor. So, I think it's not a good and fair process for everyone.
 For these reasons, I think the process of registerating lecture is not efficient and fair for all students, so if i could change one thing, I should change it."	3.0	3.0	2.0	8.0
647	Univeristy: Some people believe that university students should be required to attend classes. Others believe that going to classes should be optional for students. Which point of view do you agree with? Use specific reasons and details to explain your answer. ?  	"Challenge is one of the most important concept explaining history of developing humanity. There were a lot of people taking risks to get honor, wealth, new knowledge during human era. However, nowadays happiness of individual is getting more and more important due to the change of lifestyle, so many people say that we can live a better life by doing only what we already do well. Despite of this debateful topic, I strongly prefer to try new things and take risks. Two columns, experience and amusement will support my idea.
 We can accumulate various experience when we try new things. We face new people, new place and new task when we attempt new things we didn't do before. Thanks to our brain is trained to memorize things we never met, we can get more knowledges and experiences through various challenges. Broadened experience leads to see the world more widely, which is very important living this global era. For example, I know a student who just study at home and another student having a lot of experiences such as entering contests and volunteering. The later student become a CEO of a company due to his various experiences, however the former student is having a hard time having a job because he doesn't have wide eyesight.
 Also, we feel joy when we challenge new things we didn't ever tried. If we only do restricted tasks, then we will feel bored though the task is what we do well. However, if we try fresh activities out of daily routine, then our brain will be stimulated and make dopamine, so that we will be amused. Also, taking risk is very thrilling, so we will be more happier when we succeed our challenges. When I study all day, though I am good at study, I get bored when I do same thing long time. However when I go out and do something else like climbing mountains, then I feel fresh and happy.
 Some might say we can be relaxed and be cozy when we get inside of our 'routine bubble'. However, as I stated, I strongly argue that we have to pop the bubble and broaden our experience and feel fresh joy rather than boring coziness."	3.0	2.5	2.5	8.0
1855	How do movies or TV influence people’s behavior? Give specific reasons and details to support your opinion.	"There are many kinds of entertainments or hobbys that people enjoy in their free time. And the kind of video information like movies or TV program are the most popular thing that people enjoy. This means many of people spend their time by watching these kind of videos and videos influence their usual life easily. Now a days, youtube is the most famous and popular flatform for sharing and watching videos online. And the youtuber who has many subscriber is considered as famous star. The kind of video like movies, TV programs or youtube video form a culture of social community. And it differ to region, men or women and age. The flow of video information form culture of community and react with people's behavior. 
For example, 'mukbang', food eating video, is the kind of famous concept of video recently. Many of TV program and youtube video contains food information and eating video and these videos are popular regardless of region, sex and age. Some of people want to go to the restaurant where they have seen in TV program and they recommend it to other people to go. This is the example that video contents influence people's eating culture. 
The other example is video can change people's speaking culture. There are a lots of video for fun and some of them contains new words or kind of sentence that is called as 'meme'. When the meme become very popular, many people use it when speaking in their ordinary life with others and some TV programs begin to use it in their programs to not to lose people's interest. We can easily realize the speaking culture change by surfing the internet and comparing with TV program of 10 years ago and that of recently made. 
But there is also speaking culture diffrence with age. Because of difference of video watching habit between young and old people, the speaking culture of young and old people are very diffrent and even older people cannot understand younger poeple's speaking. It is obvious that interest for young and old are very different. And this result in speaking culture change differently by age. "	2.5	2.0	2.5	7.0
710	A friend of yours has received some money and plans to use all of it either to go on vacation or to buy a car. Which would you suggest? Use specific reasons and details to support your choice.	"  How to spend money is always a big issue for everyone. There are various choices to spend money, and each person have to choose only a few choices. If a friends of yours has received some money and plans to use all of it either to go on vacation or to buy a car, I will suggest to go on vacation. There are some reasons why I suggest to go on vacation.
   Firstly, going on vacation can give some valuable experiences. Since almost everyone feels tired and has a difficult time during working or studying in daily life, they need some time to relax, go to a new place and meet new peoples. For doing this, they will be able to stress out and  experience something new. Going on vacation can be one way to refresh their life. 
   Someone might be say that buying car is better since they can use that car for such a long time; for about 5 years even more. However, they have to spend more money for using car; for oils, washes, repairs, and so on. That is the second reason why I suggest to go on vacation. Car is required more money to use not only the exact price of the car. On the other hands, in case of going on vacation, it is not required any extra money. This facts will be important for most of the students.
    For those reasons which are stated, going on vacation is a way to refresh and is not required extra money, I would suggest to go on vacation rather than to buy a car.  "	3.5	3.5	3.0	10.0
776	Education: Some students prefer to study alone. Others prefer to study with a group of students. Which do you prefer? Use specific reasons and examples to support your answer.	"I prefer to study with a group of students. While I study alone, mostly the studying environment is very quiet. No one can bother me while I memorize what I have learned in the lecture, or do my homeworks. This means that I can concentrate more on my study. 
   But while I study with my friends, I can ask them about the problems that I don't know the exact reason or answer. We can debate about it. During the debate, I can hear my friends' opinions, which contain things that I don't know well. Or I can have a new point of view. Plus, I have to use the things I learned to make an opinion. I have to remember about the lecture contents, mix them logically into an opinion to tell my friends that I'm right. This not only leads me to new knowledge and more interest, but it also makes what I have learned into a long-term memory.
    For example, when I was in highschool, we had a biology test. There were so many scientific words and theories about our body and nature. I had questions about ETC(Electron Transferring Chain) - things like how the proteins move the electrons, what molecular structure they had. Of course I read Campbell(biology textbook) again and again, only to check what I already know. I asked this to my friends in biology seminar. We used more textbooks that we had privately, debated it for an hour, and made conclusions. Though I forgot several things in biology, I clearly remember about this topic and what I have learned. 
    In conclusion, both ways of studying are useful in memorizing contents. But if I study alone, there must be something that I don't know exactly. And I can't solve this problem alone. On the other hand, if I study with a group of students, I can learn more about the contents by listening to other people's opinions. I can also ask and check that what I know is right. That is why I prefer to study with a group of students."	2.5	2.5	3.0	8.0
