id	prompt	essay	content	organization	language	total
52	Some people believe that a college or university education should be available to all students. Others believe that higher education should be available only to good students. Which view do you agree with? Use specific reasons and examples to support your answer. 		3.0	3.5	2.5	9.0
1966	You have the opportunity to visit a foreign country for two weeks. Which country would you like to visit? Give specific reasons and details to support your opinion.	"Visiting Germany
  Many people wants to travel abroad if they have chance. Especially because of Covid 19 people cannot travel freely, so they wants to travel more. I am the one of the person who wants to travel. There are many good countries such as Japan, USA, England. However, if I have the opportunity to visit a foreign country for two weeks, I will visit Germany for three reasons.
  First of all, there are some people who can speak English. In abroad, emergency situation can occur. In emergency situation, conversation is very important because I can explain what happens and what I need. It would be very embarrasing, if I cannot talk with others in those situations. Moreover, it would be very conveneient in daily life if I can talk with others. I can also meet foreign friends have nice conversation. It will let me have special memory. 
  Another advantage of visiting Germany is that I can go to other countries in Europe by train. I want to experience many countries because I don't have many chance to go Europe. I can eat foods in diverse countries and visit places with beautiful sight. I can also experience tradition of each countries and see famous structures. 
  In addtion to speaking English and visiting other countries, I want to visit Germany since Germany is famous for preserving environment. There is a well-known eco-friendly city, Frizenbrook(?) where people use eco-friendly energy. The city also have eco-friendly laws, and it works by participation of citizens. I know the city  due to my assignment, and I am very interested about the city. I want to visit the city, and see how the city looks like. 
  For these reasons, I want to visit Germany if I have opportunity to visit a foreign country for two weeks. I can speak English in Germany, visit other countries by train, and see eco-friendly cities. I really hope to have the opportunity to travel. "	3.5	3.0	3.5	10.0
2109	What is a good hobby for college students? Give specific reasons and details to support your opinion.	" I was very confused when I become a college students and come college. Because in the high school, I was so busy that I always have something to do, but after i become a college student I have so much time to spend and I can't spend the time more efficiently. So I always think what should I do for the resting time and for the hobby. After the long thinking, I finally got one answers.
 I think going trip with people who I really like and who are very important to me. There are three reasons why I think this is the best hobby for college students. 
 First reason is that in the high school,  especially we didn't spend our time for our family. When I was 17years old by Korean age, my grandfather became 80 years old. In Korea 80years old is very important. So our family and cousins are prepared for the trip with my grandfater and mother, however I was trying my best to get better score. So I can't go there. Now, I am very regretful about that trip. I always think I had to go there for our family and my grandfather to make some memory about us. And also my family always said that if I was there , it could be better trip for everyone. So I think the college students who have much time should go trip with their family to make some memory before they regret about this.
Second reason is we are fully grown. When we were young, it was hard to walk longer, and if the weather is too hot or the weather is too cold, then we become angry and didn't follow our parents order. So it was very hard trip for our parents. But now, we are fully grown and we can help our parents and if we go for trip, It must be the better trip. In my case, my father always said that his wish is 'if you become abult, let's go trip and drink some beers with me.'. So what I want to say is now it is time to help our parents and just stay beside them and drink some beers! All of your parents must want to take trip with you.
Third reason is when we go for trip, we can earn some expensive experience that we can't get. If we always in the college and sit front of desktop, the amount of  informations and experiences that I can earn is very little and limited. However with trip for some new place and some place that I want to go and some place for earn information,  we can get better experiences and informations and also the amount is almost unlimited. In my experiece, I had been museum with my friends. While I was going, it was hard and I couldn't understand why my friends wanted to go there. However after the museum tour, my new information about pictures and drawings become much larger than before and I can earn the experiences that I couldn't get if I was in the room all day.
With these reasons, I think going for trip is the best hobby for college students and I recommend to you if you have time to go trip."	4.0	3.0	3.0	10.0
1230	Why do you think people travel? Give specific reasons and details to support your opinion.	"I think there are two advantages for online course.
First, students can repeat the lecture.
In KAIST, most of lectures use 'English' in class. So, many students can't understand major principles or ideas of class at once they heard. Also, most of lecture notes those used in class are also written by English. If student would get that lecture notes, and if they could read the lecture notes again and again, there would be no problem. But, in offline class, some professors just show it once at class, and didn't share it. It's also hard to understand English lecture notes at once.
By using KLMS, online platform of KAIST, online class can provide two thing. One is repeatable lecture videos and the other thing is repeatable lecture notes. In case of lecture notes, students could get lecture notes although it is offline class, but it would be more comfortable to use online platform to get it. These two things would be very helpful for students to understand lecture much better.
Second, Direct Lecture
In offline class, some student can't see the board because of their bad eyes, location of seat or etc. So, some student can't focus on class by these problems. But, if online class use real-time online platform like ZOOM, these problems can be solved.  Sharing professor's screen and writing down on lecture notes, is more helpful to students to focus on lecture. and it would be helpful to understand lecture easily.  it is also good for professors.
There would be more advantages of online classes. "	4.0	3.0	4.0	11.0
980	Lifestyle: Some people believe that success in life comes from taking risks or chances. Others believe that success results from careful planning. Which do you agree with? Use reasons and specific examples to support your opinion.	"Taking Risk is Best Choice in Life
    Large return always contains Large risks. Risk caring is one of the most important factor which can makes more profit. This can be used in life. In life, there is various chance which can makes dreams come true or makes a lot of money. I believe that success in life comes from taking risks or chances for several reasons.
    First of all, every choices have risks, and risks contain value of choices. There are various chances which can change whole life. These chances require using time, money, and power of human. These demerit is looks like can be a huge problem in life. However, this chance can be a last chance to reach a goal of life. A plan cannot give anything which are not in purpose.
    In addition, taking risk is challenge of life. All plan have difficulties that have to oversee the future and fix choices for best efficiency. When making a plan, future ability cannot be affect correctly. However, future is not fixed; therefore, a plan always changed in life. Plan can not be a solution of life as the result of future diversity. Choosing more valuable choice can deliver more benefits to entire life.
    Lastly, taking risk is more flexible to care problems in life. Someone says, ""A perfect plan consider all huge problems in life, and following this plan is very effective."" However, in life, there is various accidents. Not enough money makes going university difficult, and not enough time makes getting score difficult; a plan that did not think humans ability cannot achieve the goal of life. Choosing best choice at each problem can be a solution.
    To sum up, taking risk gives more chance to achieve a goal by it's large return, more whole return in life, and flexibility. Nobody knows future. A human can prepare only individual ability, and get chances by these ability."	4.5	4.5	4.0	
1991	Why do you think people travel? Give specific reasons and details to support your opinion.	"Nowadays, you may have heard your friends saying, ""I want to travel to somewhere after Covid-19!"" Why do people really like traveling and want to travel? Let me give you reasons why people travel.
     First, they are very tired of daily life. Usually, our life is repeating. Today is similar to yesterday and tomorrow will be similar to today. And this pattern can give people stress and make people want to get out of this pattern. Traveling can be a good solution for this. So, traveling can give good feeling because they are out of their usual life.
     Second, traveling is a good experience. Sometimes people grow up with experiences. This means, after they experience something, they can notice or learn something. Travel can be a good experience too! For example, I went to Hawaii when I was 16 years old, and I saw a farm which is used in 1910s. Seeing that and listening to explanation of that farm, I could understand how our ancesters lived and what they would felt in those times. I noticed that we should remember them and their hard life.
     Finally, traveling is good for the relationship. There is a survey that says ""After the travel, relationship with friends who people travel with became good for almost 70%."" During the travel, people can be with other people who are traveling with them for the long time, so they can talk more and make some good memories with them. It gives a good effect on relationship between them.
     To sum it up, I think people like to travel for these three reasons. So, if you want to experience something good, make some good relationship, or want to go out of daily life, I recommend you to travel to somewhere!"	4.0	3.5	4.0	11.5
597	Some people think that the family is the most important influence on young adults. Other people think that friends are the most important influence on young adults. Which view do you agree with? Use examples to support your position.	"  Of all discussions that surface in contemporary society, the debate over which is the most important influence on young adult among family and friends is controversy. Although some people think that the family is the most important influence on young adults, I think that friends are the most important influence on young adults. There are several reasons can support my thinking.
  First, many young adults usually spend much more time with their friends than family. Young adults can leave their home when they are accepted in college or employed in company. Moreover, they located far away from their family when they go to another regions to study or work. In this sequence, they should interact more time with their friends and coworker, but they could not interact much time with their family. This phenomenon decrease family's influence on young adults and increase friend's influence on young adults.
  Second, when they entered in new society, and they can approach to new thing that can change them. Once they grow to adult, they can feel freedom because barriers that they can't enjoy in their childhood are broken. And then, they approach to sensational thing when they couldn't study and feel. In addition, in almost case, friends are near by young adults, not family. It is because they interact many time with their friends.
  Lastly, they would like to tell their worries and determination to friend, not their family. Young adults have behaviors to hide their consideration to their parents and brothers(or sisters) because they passed away their childhood. So it makes they are want to interact their friends, not family.
  In conclusion, young adults can be influenced more by friends than family because they spend more time with their friends and they not want to share their consideration with their family. "	4.0	4.0	3.5	11.5
509	University: Some universities require students to take classes in many subjects. Other universities require students to specialize in one subject. Which is better? Use specific reasons and examples to support your answer. 	"A Small Number of Students
Recently, the debate on the form of giving college education is rising. Some claim that every student should have the opportunity, on the other side, others declare that it should focus on the outstanding students. Despite the claims that a college or university education should be available to all students, it should be available only to good students. 
First of all, it is economically efficient to manage a small number of students. Financial support for college life is the surest way which helps students. Given that the expenditure on laptops and food is very high, it is natural that additional college financial support for students is made so that students can focus solely on learning. By considering the limited financing of school is distributed samely among the students, supporting a small number of students can provide sufficient or more support. 
In addition to economic efficiency, focusing on small numbers can cultivate elite leaders. The momentous person in the era of the 4th Industrial Revolution is a great leader, who leads the society. Usually, one of the factors related to the quality of learning is the number of students per professor. For example, in the case of general liberal arts lectures, as many as 300 students are taught by one professor; thus, the quality is naturally lower than that of one professor teaching to five students. Hence, teaching a small number of students, these situations will overlap, and in the end, individual students will have outstanding competencies.
Some argue that everyone has freedom of education, so they insist college or university education should be available to all students. It may be true that if no other form of education was considered. University is a place to create good talent, but it is not the only place to gain expert knowledge. Anyone can listen to public lectures such as K-mook, for example, and anyone with the will can obtain specialized knowledge of the university through educational services. 
To sum up, college education should be supported to a small number of talented students. This approach is more economically efficient than the way of educating everyone, and it can create strong talent. In addition to the university, there is also a window for the general public to listen to education, which prevents worry about when this method is implemented. Therefore, all university facilities will have to seriously consider the policy of raising a small number of elite students."	4.5	4.5	4.5	13.5
1034	Lifestyles: Some people think governments should spend as much money as possible exploring outer space (for example, traveling to the Moon and to other planets). Other people disagree and think governments should spend this money for our basic needs on Earth. Which of these two opinions do you agree with? Use specific reasons and examples to support your opinion.	"I prefer to try new things and take risks. But in fact, I have both sides and the precentages of the degree how much I have that characteristic are 0.55 for taking risks and 0.45 for trying only what I already do well. It's almost similar.
The reason that I prefer to try new things little bit more is that I enjoy escaping normal life. I had trip to Jeju island alone when I was 20. It's not normal to travel alone for young girl, because it can be dangerous. So there are other options such as travel with family or friends. But I desire to have new experience! As a result, it was nice time and I could learn rich things and get wide choices on future.
The second reason is that I want to be special and be first case. It's also because I have 'Just do it!' mind.  For example, I graduate science high school and it was very riskly choice. I was born small country, so there is no past case to enter science high school from my hometown. There is no related acamedy and no teacher to get advice. So many friends was entered normal school and get normal courses. But I felt boring with normal classes that did not consider students' participation or interest. So I want to join special school that can cover my academic interest. Some people can think entering science high school is not new thing, but for my perspective, it's new attempt not just for me, but my middle school and my hometown city. It has big risks such that I cannot follow ciriculum because I didn't study high school course or university course, but many science high school students already learned these. Also I leaved familiar environment and tried to find new friends. But I chose riskly choice and make an example on my hometown. By this choice, many students in my middle school start to enter science high school.
For these reasons, I prefer to try new things. Like two examples, I have other choices that hase no risks. If I travel with friends it might be safe. And If I enter normal high school, I could get high grades easily and not waste time to get familiar with new environment. But I choose riskly choices."	3.0	3.0	2.5	
1627	What are the advantages of taking online courses in college? Give specific reasons and details to support your opinion.	Due to the COVID-19, many schools including colleges are having online courses to prevent the disease. Since this was a quite rare experience, many students were able to know some advantages of taking online courses. In my opinion, the advantages of taking online courses are that we have opportunities of better understanding of the courses and also we are able to save time and energy. First advantage I thought was that having online courses provided us the opportunities of better understanding of the courses. This can be in many ways. First, until today, we had to go to the classroom in the right time. However, since the time we take the course became comparatively flexible, we could take the courses whenever our thoughts are clear, rather than listening to the lecture from the early morning with not-awakened brain. Second, since many of the lectures are done through the online video, it became much more easier to take time to have note-taking, or think again about the stuffs that we are struggling with. Last, although it may be similar to the second reason, it became easier to search about things that we don't know quickly through the Internet, since the lectures are online. Second advantage is that we can save time and energy. In school, we have to move the classes frequently to take the different classes. Especially for the college, many classrooms are in different buildings, which takes so much time. This is not only linked to the time problem, but also to the energy problem. There is only small limited time to move between the classes, so after we move, sometimes we get too exhausted to concentrate for the next class. All these problems are not going to happen through the online courses, so isn't it beneficial to have online courses that will save your time and also the energy to study? Sure, having online courses can disturb students from making a lot of new college friends, or it can also make them lazy. However, there are a lot of benefits like these from having the online courses. So, don't be so gloomy that you are not able to enjoy your campus life, but think positively that this is the chance for you to experience a lot of new things by yourself and earn the rich knowledge.	3.5	3.0	3.5	10.0
1144	What are the advantages of watching online video lectures versus viewing live lectures in a traditional classroom? Give specific reasons and details to support your opinion. 	"This year many schools started to lecture with online circumstance because of the COVID19
breakout. I think teaching students with online video is much better than lecturing students in a
traditional classroom.
First, we can listen to the lecture wherever whenever we want. As I experienced in latest semester,
taking class without any limits are great advantages. According to my personal experience, I spent my
time on the bus when I move to another places I spent my time on the bus by listening to Happy
Campus Life lecture. So I was able to save my time while I take the lecture on bus which is impossible
under the traditional teaching system.
Second, we can listen to the lecture as many as we want. Online video lectures allow us to retake the
class without number limitation. For example in my case, I used to watch biochemistry videos again
and again because the lecture was too hard to understand straightly at once for me. It was really
helpful for to understand biochemistry clearly. I am sure that lots of students wants to listen
professors’ description again when they are confusing about particular concepts.
To sum up, I believe that most of students will prefer video lecture which gives more choices. Also I
think giving a video lecture will improve students’ abilities because they will use advantageous of
videos lecture that I mentioned above."	4.0	3.0	2.5	9.5
1942	In your opinion, what are the qualities of a good friend? Give specific reasons and details to support your opinion.	"The qualities of a good friend
 We meet many people in our lives. We can meet people at schools, clubs, offices and so on. But we can be lonely without real friends. Because most of people we meet are not friendly that much. Then what are the qualities  of a good friends?
 First, you can share your feelings with them in sincere. I think it is the most important thing of good friends. when you are in sad mood, they can understand your feelings and they will make your feeling better. Also, they can worry about you in sincere.
 Second, they help you without rewards. when you are in danger or you need help immediately, good friends will help you and give you a good advice. These helps and advices can make you solve the problem. In my experience, when I was thinking about my future job, my friends' advice was very helpful. Like this, it is very nice that good friends help each other.
 Last, you can develop with your friends by comparing each other. If you study with your friends, you can learn more faster and easier by discussing some ideas. Of course, extremely comparing with your peers is not good for both of you and your friend. But with your friend you can get will to study more hard and it will help you in long term.
 A lot of people want to make many friends but I think it is more important to make a real good friend who can be with you whole life. "	3.0	3.5	3.0	9.5
765	Education: Some students prefer to study alone. Others prefer to study with a group of students. Which do you prefer? Use specific reasons and examples to support your answer.	"Two Benefits of Group Studying

    There are many students who prefer to study with a group of students. It's popular way to study hard, but also some students don't prefer to study with others.  It's hard to say which way is much better. However, I prefer to study with group because of two benefits. This essay will talk about why I prefer to study with a group of students.

    First, Study with group help students to share their knowledge. Group studying can help students to teach them each other. If someone confused how to solve problem, may be other student can help. They can share their knowledge, and it makes their group can get a good grade in exam. Also, students can share information about exam. Group can have more information than students who don't have group, and it makes group can prepare exam condition.

    Second, Study with group makes them work hard. Sometimes, study makes student get tired. Even though they have important exam, they can't work hard without passion. Group students can help each other overcome tireness. Then, they can work hard for a long time and it makes a good result in exam. In addition, someone who doesn't work hard in group will be excepted. If he want to get benefit of group studying, he should keep work hard. It will be connected to good results in exam.

    In conclusion, Studying with group have two benefits. First, studying with group makes them share knowledge. For example, they can share how to solve specific type of problem, or the concepts of exam. Second, group studying make them keeping work hard. They can cheer up each other. Also, they should work hard for keep one sheet of group. For these reasons, I prefer to study with a group and I want to many people study"	2.5	3.0	2.5	8.0
197	Some prefer to study alone. Others prefer to study with a group of students. Which do you prefer? Use specific reasons and examples to support your answer. 	"Studying is a hard work. Many people study for various reasons and in different ways. There are people who prefer studying alone. Studying alone has some advantages such as possibility to focus on the point and to develop the skills of studying. However, I prefer studying alone because of the two benefits, possibility to notice errors and encouraged studying by others.
  First of all, I can know what I knew incorrectly by studying in group. When we study in groups, we usually discus each other about the knowledge we know. In this process, individuals talk about what they know about the topic. When someone says the incorrect information other will argue that one is wrong, and they will argue about that point. Because they are in group, usually person who said wrong point will understand that he or she was wrong, so he or she can correctly know about that point, and this is important in learning something. I believe correcting one wrong knowledge is better than learning three new knowledge but finding out what I know incorrectly is too hard to do alone. Therefore, I think it is a huge advantage to notice errors in studying, so this is the one reason I prefer studying in group.
 More importantly, I can focus on studying better when I study in group. When I study alone, I often loss my concentration during study, and do some other things which are not related to studying. However, studying in group helped me prevent losing concentration because other people are studying and I care that they can watch at me. I realized this effect when I was in high school. At my high school, many students study together in the same room and we can also use the small rooms if the student wants to study alone. I used to study alone at the first time, but I could not study well. Therefore I tried using the big room studying in groups of students. After changing the studying type, I could fully focus on my studying, and the grade became better too. Because I experience how studying in group can change my concentration, I know that is the best way of studying way for me.
 To sum up, studying together in group seems much efficent than studying alone for me because of the advantage in correcting wrong knowledge and more concentration earned. I have experience these benefits when I studied to attend KAIST, and I am sure that studying in group can help me achieve bigger goals in my life of studying. "	3.5	3.5	4.0	11.0
1681	If you could change one important thing about your university, what would you change? Give specific reasons and details to support your opinion.	"
          KAIST, one of the best university in Korea is in Daejon.  So, most of the KAIST students have to live in Daejon more than 5 years. Of couree Daejon is good city, but if I could change on thing form KAIST, I want to replace KAIST Seoul from Daejon for three reasons.
          First , Daejon and Seoul have huge difference between acceibiilty to other cultures and  doing activities. Many famous musicians do their concert only in Seoul. For example, Psy, IU and AKMU concerts are held in Seoul, but Daejon did not. Not only for concerts, many festivals are held only in Seoul. Also, Seoul has many cities like  Sinchon, Hongdae or Itaewon ,which has  their own characterestics. live in Seoul can have various experiences than Daejon.
          Second, there are many college in Seoul, but Daejon do not. KAIST students mostly study Industry or nature science. So meeting other students is very helpful for KAIST students. But there are not enough college in Daejon compare with Seoul. If KAIST move to Seoul, it will be easier to do interactive with other college students. I hope KAIST students meet various people.
          Finally, university in Seoul will increase the name value of KAIST. For above reasons, many korean students want to go university in Seoul.  So, In-Seoul university title will increase the value of KAIST. It wll make more people can know the name of KAIST.
          As a conclusion, I want to replace KAIST to Seoul for three reasons. there are individual reasons, but all opinion will be helpful for KAISTIAN'h happiness and pride. I want KAIST students experience many activities and culture. Daejon is also a good city, but silence city than Seoul. So, it will beb etter if KAIST replace to Seoul."	5.0	4.0	3.5	12.5
2198	If you could change one important thing about your university, what would you change? Give specific reasons and details to support your opinion.	"Mentor Program In Our University
     I wish that our university has mentor program. Mentor program is that all students have their mentor in their university. In fact, in Korea University has mentor program and I heard about this from my friends who are students of Korea University. They say it is very good program, and I also think this program is good for students.

     First reason is students can make friends in this program. If you have a mentor, you can be friendly with your mentor. In additional, you can meet your mentor's friends and become good friends. If you make many friends,  you can enjoy your university life with your friends. 

     Second reason is students can get information about our university, their major and some tip for student who is freshman.  Many students do not have information about those. If they have mentor, they can know some information. Therefore, they can enjoy university life more easily.

     Finally, mentors can also grow up with their student. They also can make friend with student and student's friends. They study some information about that they do not know about that in order to give this information to their student. Therefore, mentors also 
can gain something, so it is good for mentors and their student.

     In conclusion, I think this program is very good. Therefore, if our university has this program, students can be more happy and friendly and more love our university. Then, I hope that our university has mentor program."	5.0	5.0	4.5	14.5
255	You have received a gift of money. The money is enough to buy either a piece of jewelry you like or tickets to a concert you want to attend. Which would you buy? Use specific reasons and details to support your answer.		2.5	3.0	3.0	8.5
1559	If you could change one important thing about your country, what would you change? Give specific reasons and details to support your opinion.	"I would change dark side of history our country has been through, if I could change one important thing about our country. Our country had hard time through 1890~1945 because of colonism, and then by the Korean War  and following  results. Passing through that hard time, we lost a lot of resources, people, and sites with our tradition. In addition, people had terrible memory because of it. This change is not possible, but it would be pleasure to imagine about rewriting the history.  This imagination can give motivation to know our history well, and keep bright side of it. 
At first, if we have preserved resources in Korea, economy of our country would be better. We can guess by Norway and other countries  whose GDP is high thanks for many resources. If we also had a lot of resources, we may don't need to work and study hard to have comfortable life. 
Secondly, many people  would be safe without the period. Many inocent people have dead through the period. Men had to participate the war or work for coal, and women had to go other coutries as nurses, or Jeong-Shin-Dae. These are terrible memory for them and their family. We need to know about that, and should not repeat the terrible history. 
Lastly, many sites and historical heritage will be remained.  They would help to study our history more easily and have precious time to see or visit them. We should try to get back the historical things from other countries and preserve them. 
For this details, I would change my history  of our country. However, it is not possible, so I think it is also important to remember the g"	3.5	3.0	3.0	9.5
1234	Why do you think people travel? Give specific reasons and details to support your opinion.	"In 2020, COVID-19 changes many things all around the world. I think online courses in college are the biggest change for college students. We study at home by watching professors' video and take exams with Zoom. Although most of college students adapt to this online courses, the controversial issue 'Online classes are good or bad' still remain. I will talk about the advantages of taking online courses in college on this essay. There are two big reasons to support my opinion.
First, college students can spend much free time compared with the offline courses period. We can move classes with one click, so there are no commuting time. For my experience, I can study Python programming additionally on spring semester. If I were in KAIST on spring semester, I can't study it because of lack of time. Also, we can use this free time to take a rest. I and my friends enjoy online game a lot in spring and summer.
Second, we can spend much time to talk with our family because we have to stay at home during the online course period. I studied at dormitory high school for three years, so I can't talk with my family a lot. In my case, my family came to the school once a month. It is hard to know that 'how does my family live now' or 'what is the updated fun story in my family'. But now, I stay at home nearly 1 year and talk a lot because of COVID-19 and online courses.
This is my opinion. Of course, I agree with an opinion that there are many disadvantages of taking online courses. After this weird situation ends, I hope that KAIST accepts some advantages of online courses and builds a new great curriculum next year."	4.0	4.0	3.0	11.0
1248	What are the advantages of taking online courses in college? Give specific reasons and details to support your opinion.	" Covid-19, the bad virus for human health, changed our life. So, we got a online courses instead of face-to-face class. It is the first time that we use non face-to-face class. But online courses gave some advantages for us. Let's see about that.

 First, There are more freely to student, TA, and professor. When we take a face-to-face class, we should prepare for clothes, hair condition, make-up, and so on. But after we take a  online courses, we just check about our camera, microphone, and more comfortable clothes. It can improve our class-attention and make more short time to prepare. 

 Second, We can get some information more easily during class. When we get a question or some specific vocabulary, it makes us hard to understand about what we are going to learn. However, If we take a online courses, we just make one more internet page and search something very quickly. So, We can get some information quickly without class-flow breaking. In addition, TA and professor can give us some useful information by hyper-link, PPT files, and video.



 Third, We can get more time to improve ourselves.  When we take a face-to-face class, there are some loss-time that we go to classroom for next course. But, When we use online systems to take a courses, there are no wasting time to move next class. Just click or chat next class' URL. So, We can get more free time to relax or improve ourselves than face-to-face class.



 Because of unusual type class, somebody may confuse about online courses. But as I mentioned before, there are so may benefits to take a online courses. Unfortunately, Covid-19 is still yet. But how about advantages of online courses? Isn't it worth for our study? When Covid-19 is gone, I think mixing face-to-face class with online courses' advantages will be the best way to study for us."	3.5	4.0	3.0	10.5
1955	What is a good hobby for college students? Give specific reasons and details to support your opinion.	"  In my opinion, good hobby for college students is  a self-growing materials. For example, exercising, playing piano, and even playing games. You can agree with follwing reasons.
  First, collage students are steps that are just before live social alone. Being an adult is difficult mission. We meet new people, associated in new sytem, and have to decide whole our life in collage. If we don't prepare our living strategys and living base, It could be hard to live after graduation.
  Second, Just having  deep-interesting hobby is good to our living. As I proposed above ""playing games"" for example, it can be self-growing material. I'm not saying about just playing games. It must be professional. In my case, I analyse after the game about winning or losing reasons. Then, I set a ""concept to win"" and cirtify by myself. It leads me to feel happy because of achievements, and also get a lot of talking topics with my friends. To sum up, It makes us to be a professional person.
  Finally, we can be attractive person. We all attracts to ""Hard-doing person"". It is obvious. Therefore, we can advantage with meeting new person. It can affect to all our living to right direction.
  We've talk about why having self-growing hobby is important. However, keep in mind. The fundamental thing is doing hard with your passion!"	2.5	3.0	2.0	7.5
1051	Lifestyles: Some people prefer to get up early in the morning and start the day’s work. Others prefer to get up later in the day and work until late at night. Which do you prefer? Use specific reasons and examples to support your choice.	"The reasons why getting up early is better
One of the pattern of dailiy life is getting up early in the morning or getting up late in the day. Many researchers debate which life pattern is better for human and why some life pattern is better than the other. In my opinion, getting up early in the morning and startting the day's work is a better life style for several reasons.
First of all, people who get up early in the morning can be exposed to sunlight for a long time than people who get up late. Sunlight exposure is important; because, it gives not only physical energy but also mental energy. Also, sunlight has necessary viatamin such as viataminD. Sun existed about 6am to 6pm in a day; therefore, a person who get up around 6am could enjoy sunlight's benefits, but others cannot enjoy whole time. Therefore, getting up early is better to have a time with sunlight.
In addition, working until late at night is negative for the brain development. Sleep is a crucial activity; because, it is a rest time for human body and brain. During this time, the brain activity such as thinking and creativity begin to inactivity, and brain prepare tomorrow. For this reason, working at late night is not efficient and prevent brain development. Therefore, getting up early and working in the morning promotes brain development and give an efficiency of working.
Some argue that life pattern with working until late at night is more appropriate for KAIST students; however, this opinion is not a fact, and diverse counter-examples existed. In KAIST, several students do their homeworks and group activities at night is true, but diverse students who do their works in early morning also existed. They wake up early and prepare classes and schedules.
To sum up, getting up early in the morning is better than getting up later in the day. Because it gives a lot of benefits such as sunlight exposure and brain development. However, a different person has a different fit life pattern, so trying both getting up early and getting up late is important before choosing one option."	4.0	4.0	4.0	
1733	If you could change one important thing about your hometown, what would you change? Give specific reasons and details to support your opinion.	"If I could change one important thing about my hometown, I will change the design of apartment. There are three reasons in my opinion. 
 First of all, The shape and color of my apartment are very similar. For example, In my case, the apartment that I live is composed of 16 floors. Next to my aparment, the other apartment is also 16 floors apartment. The color is ivory and the shape is tall and thin. So it might be a problem is that only clear standard to distinguish each apartment is the number of apartment. I think that it is too plain to feel refreshing for living people and visitor. In my hometown, there are many similar design and color of apartment. It makes people be boring to see and find each apartment. Also, all same shape of apartment can make people who want to find some apartment confuse in my hometown.
 Second, the apartment is very expensive but it is not good design. So, I think it is not responsible in terms of affordability. Of course, my hometown has a lot of useful facailities and convenient traffic situation. But It is so expensive compared to the boring and simple design. It is necessary to make different characteristic design for each apartment. For example, it might be the different colors and pictures of outside. And it could be a good idea that express the number of apartment in artistic perspective. Additionally, I want to make each special point for apartment. So, it will be a great turning point that compose our hometown.The attempt for designing apartment will make the hometown look better.
 Third, It is time to fix and remodel each apartment. Nowadays, new apartments and new schools are built in my hometown. Additionally, new faculties are built in these days. So I'm sure that it is best time to repaint our apartment. Many people that live in our hometown think that it is time to remodel the apartment. Also we have to make different something to clarify new apartment. Definitely, it is best opportunity to repaint and fix our apartment because remodeling for apartment is necessary.
 Therefore, for these three reasons, I will chage the design of apartment if I could change one important thing about my hometown."	4.0	4.0	3.5	11.5
248	You have received a gift of money. The money is enough to buy either a piece of jewelry you like or tickets to a concert you want to attend. Which would you buy? Use specific reasons and details to support your answer.		3.0	2.5	3.5	9.0
70	Some people believe that a college or university education should be available to all students. Others believe that higher education should be available only to good students. Which view do you agree with? Use specific reasons and examples to support your answer. 		1.0	1.5	3.0	5.5
1115	Lifetstyle: Some people think that the family is the most important influence on young adults. Other people think that friends are the most important influence on young adults. Which view do you agree with? Use examples to support your position.	"Getting Up at Early
     There are many lifestyle among people. Some people get up at early , and some people get up at late at night. In my opinion, getting up early in the morning and start the day's work has several benefits. 
     First of all, living life healthier. Sunlight is essential for human body which make Vitamin D for human body; moreover, there is a research if sunlight is lacking, it could lead to depression. A person who get up early could have enough sunlight during the day time by walking to school, running at part, and laying down at bench, which makes sufficient Vitamin D and prevents depression.
    In addition to live life healthy, Various activities are more available at day time compare with night time ; for example, climing, going swimming pool, and going piano academy. Moreover, many public facilities open at morning until evening. If getting up at early in the morning, the chance and effectiveness are increased that doing various activities and deal with works. 
   Some argue that working at night is more efficient because no one distract at night time; however, it also could be efficient at morning. Miracle morning which is famous in the world is a method that getting up early like 5'o clock  and start day with specific routine. By doing Miracle morning, people can obtain a private time that possible to focus on what they want in the day time.
     To sum up, getting up early and start the day has more benefit than waking up later.  To get up early, the life would become more healthier, possible to do various activities, and have no distraction time from everything. If keeping routine that get up early, it will leads the way how to enjoy the all day. "	4.5	4.5	4.0	
